ID	KOR	ENG_US	MSPA	CFRE	BPO	SC_CHI	JPN	ENG_AU	ENG_UK	GER	FRE	ITA	SPA	POR	ROM	DUT	DAN	SWE	NOR	POL	CZE	SLK	RUS	UKR	SLN	CRO	BUL	GRE	FIN	HUN	TUR	ARA	Hindi	Bengali	Marathi	Telugu	Tamil	Gujarati	Kannada	Odia	Malayalam	Punjabi	Chinese (Taiwan)	Indonesian	Persian	Hebrew
MMI-0103	순서 변경								Change order																								क्रम बदलें	ক্রম পরিবর্তন করুন	ऑर्डर बदला	క్రమాన్ని మార్చు	வரிசை மாற்று	ઑર્ડર બદલો	ಅನುಕ್ರಮ ಬದಲು	ଅର୍ଡର୍ ପରିବର୍ତ୍ତ ତନ କରନ୍ତୁ	ക്രമം മാറ്റുക	ਆਰਡਰ ਬਦਲੋ				
MMI-0104	경유지 추가								Add tourpoint																								टूरपॉइंट जोड़ें	ট্যুরপয়েন্ট যোগ করুন	टूरपॉईंट जोडा	టూర్ పాయింట్ ను జోడించు	டூர்பாயின்ட் சேர்	પ્રવાસસ્થાન ઉમેરો	ಟೂರ್‌ಪಾಯಿಂಟ್ ಸೇರಿಸಿ	ଟୁରପଏଣ୍ଟ ଯୋଡନ୍ତୁ	ടൂർപോയിന്‍റ് ചേർക്കുക	ਸੈਰ-ਸਪਾਟੇ ਦੀ ਥਾਂ ਸ਼ਾਮਲ ਕਰੋ				
MMI-0105	탐색 옵션								Route options																								रूट के विकल्प	রুটের বিকল্পগুলো	मार्ग पर्याय	రూట్ ఎంపికలు	பாதை விருப்பங்கள்	માર્ગના વિકલ્પો	ರೂಟ್ ಆಯ್ಕೆಗಳು	ମାର୍ଗ ବିକଳ୍ପଗୁଡିକ	റൂട്ട് ഐച്ഛികങ്ങൾ	ਰੂਟ ਵਿਕਲਪ				
MMI-0106	탐색 옵션 설정								Route avoid options																								रूट से बचने के विकल्प	রুট এড়ানোর বিকল্পগুলি	मार्ग टाळण्याचे पर्याय	రూట్ నివా. ఎంపిక	தவிர்ப்பு விருப்பங்கள்	માર્ગ ટાળવા વિકલ્પો	ರೂ. ಆಯ್ಕೆಗಳು	ମାର୍ଗ ଉପେକ୍ଷା କରିବା ବିକଳ୍ପଗୁଡିକ	റൂട്ട് ഒഴി. ഐ.	ਰੂਟ ਬਚਣ ਦੇ ਵਿਕਲਪ				
MMI-0107	재탐색								Recalculate																								पुनः आकलन करें	পুনরায় গণনা করুন	पुन्हा मोजा	మళ్లీ లెక్కించండి	மறுகணக்கிடு	ફરી ગણતરી કરો	ಮರುಲೆಕ್ಕಾಚಾರ ಮಾಡಿ	ପୁନଃଗଣନା କରନ୍ତୁ	വീണ്ടും കണക്കാക്കുക	ਮੁੜ-ਗਣਨਾ ਕਰੋ				
MMI-0108	전체 경로								Route overview																								रूट का संक्षिप्त विवरण	রুট ওভারভিউ	मार्ग पूनरावलोकन	రూట్ పరిదృశ్యం	பாதை மேலோட்டம்	માર્ગની સમીક્ષા	ರೂಟ್ ಮುನ್ನೋಟ	ମାର୍ଗ ପୂର୍ବାବଲୋକନ	റൂട്ട് പൊതു അവലോകനം	ਰੂਟ ਬਾਰੇ ਆਮ ਜਾਣਕਾਰੀ				
MMI-0109	경로 정보/회피								Route info. / Avoid																								रूट जानकारी / इस पर जाने से बचें	রুট তথ্য / এড়ান	मार्ग माहिती / टाळा	రూట్ సమాచారం. / నివారించండి	பாதை தகவல் / தவிர்	માર્ગની માહિતી: / ટાળો	ರೂಟ್ ಮಾಹಿತಿ. / ತಪ್ಪಿಸಿ	ମାର୍ଗ ସୂଚନା / ଉପେକ୍ଷା କରନ୍ତୁ	റൂട്ട് വിവരം. / ഒഴിവാക്കുക	ਰੂਟ ਜਾਣਕਾਰੀ / ਬਚੋ				
MMI-0110	예								Yes																								हाँ	হ্যাঁ	होय	అవును	ஆம்	હા	ಹೌದು	ହଁ	അതെ	ਹਾਂ				
MMI-0111	등록 지점								Saved places																								सहेजे गए स्थान	সেভড অবস্থান	जतन केलेली ठिकाणे	సేవ్ చేయబడిన స్థానాలు	சேமித்த இடங்கள்	સાચવેલા સ્થાનો	ಉಳಿಸಿದ ಸ್ಥಳಗಳು	ସଞ୍ଚୟ ହୋଇଥିବା ସ୍ଥାନଗୁଡିକ	സേവ് ചെയ്ത സ്ഥലങ്ങൾ	ਸੁਰੱਖਿਅਤ ਥਾਂਵਾਂ				
MMI-0112	등록지점								Saved places																								सहेजे गए स्थान	সেভড অবস্থান	जतन केलेली ठिकाणे	సేవ్ చేయబడిన స్థానాలు	சேமித்த இடங்கள்	સાચવેલા સ્થાનો	ಉಳಿಸಿದ ಸ್ಥಳಗಳು	ସଞ୍ଚୟ ହୋଇଥିବା ସ୍ଥାନଗୁଡିକ	സേവ് ചെയ്ത സ്ഥലങ്ങൾ	ਸੁਰੱਖਿਅਤ ਥਾਂਵਾਂ				
MMI-0113	등록지점 추가								Add																								जोड़ें	যোগ করুন	जोडा	జోడించు	சேர்	ઉમેરો	ಸೇರಿಸಿ	ଯୋଡ଼ନ୍ତୁ	ചേർക്കുക	ਜੋੜੋ				
MMI-0114	확인								OK																								ठीक है	ঠিক আছে	ठीक आहे	సరే	சரி	ઓકે	ಓಕೆ	ଓକେ	ശരി	ਠੀਕ ਹੈ				
MMI-0115	위치 저장								Save																								सहेजें	সেভ করুন	जतन करा	సేవ్	சேமி	સાચવો	ಉಳಿಸಿ	ସଞ୍ଚୟ କରନ୍ତୁ	സേവ് ചെ.	ਸੁਰੱਖਿਅਤ				
MMI-0116	저장								Save																								सेव करें	সেভ করুন	जतन करा	సేవ్	சேமி	સાચવો	ಸೇವ್ ಮಾಡಿ	ସଞ୍ଚୟ କରନ୍ତୁ	സംരക്ഷിക്കുക	ਸੁਰੱਖਿਅਤ				
MMI-0117	확인								OK																								ठीक है	ঠিক আছে	ठीक आहे	సరే	OK	ઓકે	ಓಕೆ	ଓକେ	ശരി	ਠੀਕ ਹੈ				
MMI-0118	목적지 변경								Change destination																								गंतव्य बदलें	গন্তব্য পরিবর্তন করুন	गंतव्यस्थान बदला	గమ్యస్థానాన్ని మార్చండి	சேருமிடத்தை மாற்று	લક્ષ્યસ્થાન બદલો	ಡೆಸ್ಸಿ ಬದಲಾಯಿಸಿ	ଲକ୍ଷ୍ୟସ୍ଥଳ ପରିବର୍ତ୍ତନ କରନ୍ତୁ	ലക്ഷ്യസ്ഥാനം മാറ്റുക	ਮੰਜ਼ਿਲ ਬਦਲੋ				
MMI-0119	편집								Edit																								बदलें	সম্পাদ ন	सुधारणे	సవరించు	திருத்து	સંપાદિત	ಎಡಿಟ್	ସମ୍ପାଦନ	എഡിറ്റ്	ਸੰਪਾਦਨ ਕਰੋ				
MMI-0120	주유소								Petrol Pumps																								Petrol Pumps	Petrol Pumps	Petrol Pumps	Petrol Pumps	Petrol Pumps	Petrol Pumps	Petrol Pumps	Petrol Pumps	Petrol Pumps	Petrol Pumps				
MMI-0121	신규 추가								Add new																								नया जोड़ें	নতুন যোগ করুন	नवीन जोडा	కొత్తదాన్ని జోడించండి	புதிதாகச் சேர்	નવું ઉમેરો	ಹೊಸದು ಸೇರಿಸಿ	ନୂତନ ଯୋଡନ୍ତୁ	പുതിയത് ചേർക്കുക	ਨਵਾਂ ਜੋੜੋ				
MMI-0122	전화								Phone																								फ़ोन	ফোন	फोन	ఫోన్	ஃபோன்	ફોન	ಫೋನ್	ଫୋନ୍	ഫോൺ	ਫ਼ੋਨ				
MMI-0123	설정 검색	Search for Settings	Buscar ajustes	Rechercher des paramètres	Pesquisar configurações	搜索设置	設定検索	Search for settings	Search for settings	Nach Einstellungen suchen	Rechercher des paramètres	Cerca impostazioni	Buscar por ajustes	Pesquisar definições	Căutare după setări	Instellingen zoeken	Søg efter indstillinger	Sök efter inställningar	Søk etter innstillinger	Wyszukaj ustawienia	Vyhledat nastavení	Vyhľadať nastavenia	Поиск настроек	Пошук нала-штувань	Nastavitve iskanja	Pretraživanje postavki	Настройки за търсене	Ρυθμίσεις αναζήτησης	Hae asetuksia	Beállítások keresése	Ayarları Ara	البحث عن الإعدادات	खोज सेटिंग्स	সেটিংসের জন্য সন্ধান করুন	सेटिंग्जसाठी शोधा	సెట్టింగ్‌‌ల కొరకు వెతకండి.	அமைப்புகளுக்காகத் தேடவும்	સેટિંગ્સ માટે શોધ કરો	ಸೆಟ್ಟಿಂಗ್‌ಗಳಿಗಾಗಿ ಹುಡುಕಿ	ସେଟିଂସ୍ ପାଇଁ ସନ୍ଧାନ କରନ୍ତୁ	ക്രമീകരണങ്ങൾ തിരയുക	ਸੈਟਿੰਗਾਂ ਖੋਜੋ		Cari Setelan	جستجوی تنظیمات	חיפוש הגדרות
MMI-0124	기기 삭제								Delete devices																								डिवाइस डिलीट करें	ডিভাইসগুলি ডিলিট করুন	डिव्हाइसेस हटवा	పరికరాలను డిలీట్ చేయండి	சாதனங்களை நீக்கவும்	ઉપકરણોને કાઢી નાખો	ಸಾಧನಗಳನ್ನು ಅಳಿಸಿ	ଡିଭାଇସଗୁଡିକ ବିଲୋପ କରନ୍ତୁ	ഉപകരണങ്ങൾ ഇല്ലാതാക്കുക	ਡਿਵਾਈਸ ਮਿਟਾਓ				
MMI-0125	전체 선택								Mark all																								सबको मार्क करें	সবকটি মার্ক করুন	सर्व चिन्हांकित करा	అన్నింటిని మార్క్ చేయండి	அனைத்தையும்குறிக்கவும்	બધાને ચિહ્નિત કરો	ಎಲ್ಲವನ್ನೂ ಮಾರ್ಕ್‌ ಮಾಡಿ	ସମସ୍ତ ମାର୍କ୍ କରନ୍ତୁ	എല്ലാം അടയാ	ਸਾਰਿਆਂ ਉੱਤੇ ਨਿਸ਼ਾਨ ਲਗਾਓ				
MMI-0126	예								Yes																								हाँ	হ্যাঁ	हो	అవును	ஆம்	હા	ಹೌದು	ହଁ	ശരി	ਹਾਂ				
MMI-0127	다운로드								Download																								डाउनलोड करें	ডাউনলোড করুন	डाउनलोड करा	డౌన్‌లోడ్	பதிவிறக்கவும்	ડાઉનલોડ	ಡೌನ್‌ಲೋಡ್	ଡାଉନଲୋଡ୍ ହେଉଛି	ഡൗൺ‍‌ലോഡ് ചെയ്യുക	ਡਾਊਨਲੋਡ ਕਰੋ				
MMI-0128	프라이버시 모드								Privacy mode																								निजी मोड	প্রাইভেসি মোড	प्रायव्हसी मोड	గోప్యతా మోడ్	தனியுரிமை மோட்	પ્રાઇવસી મોડ	ಗೌಪ್ಯತೆ ಮೋಡ್	ଗୋପନୀୟତା ମୋଡ୍	പ്രൈവസി മോഡ്	ਪਰਦੇਦਾਰੀ ਮੋਡ				
MMI-0129	기기 연결 설정								Device connection settings																								डिवाइस कनेक्शन सेटिंग्स	ডিভাইস সংযোগের সেটিংস	डिव्हाइस कनेक्शन सेटिंग्ज	పరికరం కనెక్షన్ సెట్టింగ్‌లు	சாதன இணைப்பு அமைப்புகள்	ઉપકરણ કનેક્શન સેટિંગ્સ	ಸಾಧನ ಸಂಪರ್ಕ ಸೆಟ್ಟಿಂಗ್‌ಗಳು	ଡିଭାଇସ୍ ସଂଯୋଜନା ସେଟିଂସ୍	ഉപകരണ കണക്ഷൻ ക്രമീകരണങ്ങൾ	ਡੀਵਾਈਸ ਕਨੈਕਸ਼ਨ ਸੰਬੰਧੀ ਸੈਟਿੰਗਾਂ				
MMI-0130	검색								Search																								खोजें	অনুসন্ধান করুন	शोधा	వెతకడం	தேடு	શોધો	ಹುಡುಕಿ	ସନ୍ଧାନ ହେଉଛି	തിരയുക	ਖੋਜੋ				
MMI-0131	수신								Accept																								स्वीकार करें	গ্রহণ করুন	स्वीकारा	అంగీకరించు	ஏற்றுக்கொள்ளவும்	સ્વીકાર	ಸಮ್ಮತಿಸಿ	ଗ୍ରହଣ କରନ୍ତୁ	സമ്മതിക്കുക	ਸਵੀਕਾਰ ਕਰੋ				
MMI-0132	거절								Reject																								अस्वीकार करें	প্রত্যাখ্যান করুন	नाकारा	తిరస్కరించండి	நிராகரி	અસ્વીકાર	ತಿರಸ್ಕರಿಸಿ	ପ୍ରତ୍ୟାଖ୍ୟାନ କରନ୍ତୁ	നിരസിക്കുക	ਅਸਵੀਕਾਰ ਕਰੋ				
MMI-0133	메시지								Message																								संदेश	বার্তা	संदेश	సందేశాలు	செய்தி	સંદેશ	ಸಂದೇಶ	ସନ୍ଦେଶ	സന്ദേശം	ਸੁਨੇਹਾ				
MMI-0134	전송								Send																								भेजें	পাঠান	पाठवा	పంపండి	அனுப்பு	મોકલો	ಕಳುಹಿಸಿ	ପ୍ରେରଣ କରନ୍ତୁ	അയയ്ക്കുക	ਭੇਜੋ				
MMI-0135	대기통화전환								Switch																								स्विच करें	সুইচ করুন	स्विच	స్విచ్	மாற்று	સ્વિચ	ಬದಲಿಸಿ	ସ୍ୱିଚ୍	സ്വിച്ച്	ਸਵਿੱਚ ਕਰੋ				
MMI-0136	보기								View																								देखें	দৃশ্য	पहा	చూడండి	பார்வை	જુઓ	ವೀಕ್ಷಣೆ	ଦର୍ଶନ କରନ୍ତୁ	കാണുക	ਦੋਖੋ				
MMI-0137	Exit								Exit																								Exit	Exit	Exit	Exit	Exit	Exit	Exit	Exit	Exit	Exit				
MMI-0138	Voice Recognition								Voice Recognition																								Voice Recognition	Voice Recognition	Voice Recognition	Voice Recognition	Voice Recognition	Voice Recognition	Voice Recognition	Voice Recognition	Voice Recognition	Voice Recognition				
MMI-0139	음성 메모								Voice memo																								वॉइस मेमो	ভয়েস মেমো	व्हॉईस मेमो	వాయిస్ మెమో	குரல் மெமோ	અવાજ સૂચિ	ವಾಯ್ಸ್ ಮೆಮೊ	ଭଏସ୍ ମେମୋ	ശബ്ദ മെമ്മോ	ਵੌਇਸ ਮੀਮੋ				
MMI-0140	USB에 저장								Save to USB																								USB डिवाइस में सेव करें	USB ডিভাইসে সেভ করুন।	USB वर सेव्ह करा	USBకి సేవ్‌ చేయండి	USB இல் சேமிக்கவும்	USB માં સાચવો	USB ಗೆ ಸೇವ್ ಮಾಡಿ	USBକୁ ସଞ୍ଚୟ କରନ୍ତୁ	USB-യിൽ സേവ് ചെയ്യുക	USB ਵਿੱਚ ਸੁਰੱਖਿਅਤ ਕਰੋ				
MMI-0141	저장 공간 정보								Memory																								संग्रहण जानकारी	মেমোরি	मेमरी	మెమరీ	நினைவகம்	મેમરી	ಮೆಮೊರಿ	ମେମୋରୀ	മെമ്മറി	ਮੈਮਰੀ				
MMI-0142	Kia Connect								Kia Connect																								Kia Connect	Kia Connect	Kia Connect	Kia Connect	Kia Connect	Kia Connect	Kia Connect	Kia Connect	Kia Connect	Kia Connect				
MMI-0143	Kia Connect 설정								Kia Connect settings																								Kia Connect सेटिंग्स	Kia Connect সেটিংস	Kia Connect सेटिंग्ज	Kia Connect సెట్టింగ్‌లు	Kia Connect அமைப்புகள்	Kia Connect સેટિંગ્સ	Kia Connect ಸೆಟ್ಟಿಂಗ್‌ಗಳು	Kia Connect ସେଟିଂସ୍	Kia Connect ക്രമീകരണങ്ങൾ	Kia Connect ਸੈਟਿੰਗਾਂ				
MMI-0144	서비스 설정								Activate service																								सेवा को सक्रिय करें।	পরিষেবা সক্রিয় করুন	सेवा सक्रिय करा	సర్వీస్‌ని యాక్టివేట్‌ చేయండి	சேவையைச் செயல்படுத்தவும்	સર્વિસ સક્રિય કરો	ಸೇವೆಯನ್ನು ಸಕ್ರಿಯಗೊಳಿಸಿ	ସକ୍ରିୟ ସେବା	സേവനം സജീവമാക്കുക	ਸੇਵਾ ਕਿਰਿਆਸ਼ੀਲ ਕਰੋ				
MMI-0145	목적지 공유								Share destination																								गंतव्य लोकेशन शेयर करें	গন্তব্য শেয়ার করুন	ठिकाण शेअर करा	గమ్యస్థానాన్ని పంచుకోండి	சேருமிடத்தைப் பகிரவும்	લક્ષ્યસ્થાન શેર કરો	ಡೆಸ್ಟಿನೇಶನ್ ಹಂಚಿಕೊಳ್ಳಿ	ଲକ୍ଷ୍ୟସ୍ଥଳ ଅଂଶୀଦାର କରନ୍ତୁ	ലക്ഷ്യസ്ഥാനം പങ്കിടുക	ਨਿਯਤ ਥਾਂ ਸਾਂਝਾ ਕਰੋ				
MMI-0146	위치 공유								Share																								साझा करें	শেয়ার করুন	सामायिक करा	లొకేషన్ పంచుకోండి	பகிர்	શેર કરો	ಹಂಚಿಕೊಳ್ಳಿ	ଅଂଶୀଦାର କରନ୍ତୁ	പങ്കിടുക	ਸਾਂਝਾ ਕਰੋ				
MMI-0147	캘린더								Calendar																								कैलेंडर	ক্যালেন্ডার	दिनदर्शिका	క్యాలెండర్	காலெண்டர்	કૅલેન્ડર	ಕ್ಯಾಲೆಂಡರ್	କ୍ୟାଲେଣ୍ଡର୍	കലണ്ടർ	ਕੈਲੰਡਰ				
MMI-0148	사용자 프로필								User profile																								उपयोगकर्ता प्रोफाइल	ব্যবহারকারী (ইউজার) প্রোফাইল	वापरकर्ता प्रोफाइल	యూజర్ ప్రొఫైల్	பயனர் சுயவிவரம்	વપરાશકર્તાની પ્રોફાઇલ	ಬಳಕೆದಾರರ ಪ್ರೊಫೈಲ್	ଉପଯୋଗକର୍ତ୍ତା ପ୍ରୋଫାଇଲ୍	ഉപയോക്തൃ പ്രൊഫൈൽ	ਵਰਤੋਂਕਾਰ ਪ੍ਰੋਫਾਈਲ				
MMI-0149	지금 동기화								Sync now																								अभी सिंक करें	এখন সিঙ্ক করুন	आता सिंक करा	ఇప్పుడు సమకాలీకరించండి	இப்போது ஒத்திசைக்கவும்	હમણાં સિંક કરો	ಈಗಲೇ ಸಿಂಕ್ ಮಾಡಿ	ବର୍ତ୍ତମାନ ସିଙ୍କ୍ କରନ୍ତୁ	ഇപ്പോൾ സമന്വയിപ്പിക്കുക	ਹੁਣੇ ਸਿੰਕ ਕਰੋ				
MMI-0150	표시할 캘린더								Calendars to display																								डिस्प्ले करने के लिए कैलेंडर	প্রদর্শন করার জন্য ক্যালেন্ডার	दिनदर्शिका निवडा	క్యాలెండర్‌(ల)ను ఎంచుకోండి	காலெண்டரைத் தேர்ந்தெடுக்கவும்	કૅલેન્ડર પસંદ કરો	ಕ್ಯಾಲೆಂಡರ್ ಆಯ್ಕೆ ಮಾಡಿ	କ୍ୟାଲେଣ୍ଡର ଚୟନ କରନ୍ତୁ	കലണ്ടർ തിരഞ്ഞെടുക്കുക	ਕੈਲੰਡਰ ਚੁਣੋ				
MMI-0151	목적지 검색								Search Destination																								गंतव्य खोजें	গন্তব্য সার্চ করুন	गंतव्यस्थान शोधा	గమ్యస్థానాన్ని వెతకండి	இலக்கைத் தேடுக	શોધ સ્થળ	ಡೆಸ್ಟಿನೇಶನ್‌ ಹುಡುಕಿ	ଲକ୍ଷ୍ୟସ୍ଥଳ ସନ୍ଧାନ କରନ୍ତୁ	തിരയൽ ലക്ഷ്യസ്ഥാനം	ਨਿਯਤ ਥਾਂ ਖੋਜੋ				
MMI-0152	상세 정보								Details																								विवरण	বিশদ তথ্য	तपशील	వివరాలు	விவரங்கள்	વિગતો	ವಿವರಗಳು	ବିବରଣୀ	വിശദാംശങ്ങൾ	ਵੇਰਵੇ				
MMI-0153	날씨								Weather																								मौसम	আবহাওয়া	हवामान	వాతావరణం	வானிலை	હવામાન	ಹವಾಮಾನ	ପାଣିପାଗ	കാലാവസ്ഥ	ਮੌਸਮ				
MMI-0154	현재 위치								Current location																								वर्तमान लोकेशन	বর্তমান অবস্থান	वर्तमान स्थान	ప్రస్తుత లొకేషన్	தற்போதைய இருப்பிடம்	હાલનું સ્થાન	ಪ್ರಸ್ತುತ ಸ್ಥಳ	ସମ୍ପ୍ରତି ଅବସ୍ଥାନ	നിലവിലെ ലൊക്കേഷൻ	ਵਰਤਮਾਨ ਟਿਕਾਣਾ				
MMI-0155	목적지								Destination																								गंतव्य	গন্তব্য	डेस्टिनेशन	గమ్యస్థానం	சேருமிடம்	ગંતવ્ય સ્થાન	ತಲುಪುವ ಸ್ಥಳ	ଗନ୍ତବ୍ୟସ୍ଥଳ	ലക്ഷ്യസ്ഥാനം	ਮੰਜ਼ਿਲ				
MMI-0156	스포츠								Sports																								खेल	স্পোর্টস	क्रिडा	క్రీడలు	விளையாட்டு	સ્પોર્ટ્સ	ಕ್ರೀಡೆ	ଖେଳଗୁଡିକ	സ്പോർട്സ്	ਖੇਡਾਂ				
MMI-0157	경기								Game																								गेम	খেলা	खेळ	గేమ్	கேம்	રમત	ಗೇಮ್	ଖେଳ	ഗെയിം	ਗੇਮ				
MMI-0158	순위								Rank																								रैंक	র্যাঙ্ক	रॅंक	ర్యాంకు	தரவரிசை	ક્રમ	ರ್‌ಯಾಂಕ್	ରେଙ୍କ୍	റാങ്ക്	ਰੈਂਕ				
MMI-0159	내 관심 팀 설정								My Teams Settings																								मेरी टीम सेटिंग्स	আমার টিম সেটিংস	माझी संघ सेटिंग्स	నా టీమ్‌ల సెట్టింగ్‌లు	எனது அணிகள் அமைப்புகள்	મારી ટીમોની સેટિંગ્સ	ನನ್ನ ತಂಡದ ಸೆಟ್ಟಿಂಗ್‌ಗಳು	ମୋ ଦଳଗୁଡିକର ସେଟିଂସ୍	എന്റെ ടീമുകൾ ക്രമീകരണം	ਮੇਰੀਆਂ ਟੀਮਾਂ ਸੈਟਿੰਗਾਂ				
MMI-0160	차량 진단								Vehicle diagnostics																								वाहन डायग्नोस्टिक	ভেহিকল ডায়গনস্টিক্স	वाहन निदान	వాహన డయగ్నాస్టిక్స్	வாகன கண்டறிதல்	વાહન ડાયગ્નોસ્ટિક્સ	ವಾಹನ ಡಯಾಗ್ನಾಸ್ಟಿಕ್ಸ್	ଗାଡି ନିଦାନ	വാഹന ഡയഗ്നോസ്റ്റിക്സ്	ਵਾਹਨ ਨਿਦਾਨ				
MMI-0161	모뎀 정보								Modem information																								मॉडेम की जानकारी	মোডেম-এর তথ্য	मोडेम माहिती	మోడెం సమాచారం	மோடம் குறித்த தகவல்	મોડેમ માહિતી	ಮಾಡೆಮ್‌ ಮಾಹಿತಿ	ମୋଡେମ୍ ସୂଚନା	മോഡം വിവരങ്ങൾ	ਮੋਡਮ ਜਾਣਕਾਰੀ				
MMI-0162	인증번호								Verification code																								पुष्टि संख्या	কোড	कोड	కోడ్	குறியீடு	વેરિફિકેશન કોડ	ಕೋಡ್‌	କୋଡ୍	കോഡ്	ਕੋਡ				
MMI-0163	이용 약관								Terms of Use																								उपयोग की शर्तें	শর্তাবলী	वापराच्या अटी	వాడుక నిబంధనలు	விதிமுறைகள் & நிபந்தனைகள்	શરતો અને નિયમો	ಬಳಕೆಯ ಷರತ್ತುಗಳು	ଚୁକ୍ତି ଏବଂ ସର୍ତ୍ତାବଳୀ	വ്യവസ്ഥകൾ & നിബന്ധനകൾ	ਨਿਯਮ ਅਤੇ ਸ਼ਰਤਾਂ				
MMI-0164	개인정보 처리방침								Privacy notice																								गोपनीयता सूचना	গোপনীয়তা বিজ্ঞপ্তি	गोपनीयता सूचना	గోప్యతా నోటీస్	தனியுரிமை அறிவிப்பு	ગોપનીયતા સૂચના	ಗೌಪ್ಯತೆ ಸೂಚನೆ	ଗୋପନୀୟତା ବିଜ୍ଞପ୍ତି	സ്വകാര്യതാ അറിയിപ്പ്	ਗੋਪਨੀਯਤਾ ਨੋਟਿਸ				
MMI-0165	차량								Vehicle																								वाहन	গাড়ি	वाहन	వాహనం	வாகனம்	વાહન	ವಾಹನ	ଗାଡି	വാഹനം	ਵਾਹਨ				
MMI-0166	설정 검색	Search for Settings	Buscar ajustes	Rechercher des paramètres	Pesquisar configurações	搜索设置	設定検索	Search for settings	Search for settings	Nach Einstellungen suchen	Rechercher des paramètres	Cerca impostazioni	Buscar por ajustes	Pesquisar definições	Căutare după setări	Instellingen zoeken	Søg efter indstillinger	Sök efter inställningar	Søk etter innstillinger	Wyszukaj ustawienia	Vyhledat nastavení	Vyhľadať nastavenia	Поиск настроек	Пошук нала-штувань	Nastavitve iskanja	Pretraživanje postavki	Настройки за търсене	Ρυθμίσεις αναζήτησης	Hae asetuksia	Beállítások keresése	Ayarları Ara	البحث عن الإعدادات	खोज सेटिंग्स	সেটিংসের জন্য সন্ধান করুন	सेटिंग्जसाठी शोधा	సెట్టింగ్‌‌ల కొరకు వెతకండి.	அமைப்புகளுக்காகத் தேடவும்	સેટિંગ્સ માટે શોધ કરો	ಸೆಟ್ಟಿಂಗ್‌ಗಳಿಗಾಗಿ ಹುಡುಕಿ	ସେଟିଂସ୍ ପାଇଁ ସନ୍ଧାନ କରନ୍ତୁ	ക്രമീകരണങ്ങൾ തിരയുക	ਸੈਟਿੰਗਾਂ ਖੋਜੋ			جستجوی تنظیمات	חיפוש הגדרות
MMI-0167	후측방 모니터								Blind-spot view monitor																								ब्लाइंड-स्पॉट व्यू मॉनिटर	ব্লাইন্ড-স্পট ভিউ মনিটর	मागील दृश्य दर्शविणारे मॉनिटर	బ్లైండ్-స్పాట్ వీక్షణ మానిటర్	பிளைண்டு ஸ்பாட் வியூ மானிட்டர்	બ્લા ઇન્ડ-સ્પોટ વ્ યૂ મોનિટર	ಬ್ಲೈಂಡ್-ಸ್ಪಾಟ್ ವ್ಯೂ ಮಾನಿಟರ್	ବ୍ଲାଇଣ୍ଡ-ସ୍ପଟ୍ ଦେଖିବା ମନିଟର୍	ബ്ലൈൻഡ്-സ്പോട്ട് വ്യൂ മോണിറ്റർ	ਬਲਾਇੰਡ-ਸਪਾਟ ਵਿਊ ਮਾਨੀਟਰ				
MMI-0168	주차 거리 경고 자동 켜짐								Parking Distance Warning Auto On																								पार्किंग दूरी संबंधी चेतावनी ऑटोमेटिक चालू	পার্কিং দূরত্ব সংক্রান্ত সতর্কতা স্বয়ংক্রিয় চালু	पार्किंग अंतर चेतावणी ऑटो ऑन	పార్కింగ్ దూర వార్నింగ్ ఆటో ఆన్	பார்க்கிங் இடைவெளி தொலைவு எச்சரிக்கை தானாக செயலாக்குதல்	પાર્કિંગ અંતર ચેતવણી ઓટો ચાલુ છે	ಪಾರ್ಕಿಂಗ್ ಅಂತರ ಎಚ್ಚರಿಕೆ ಸ್ವಯಂ ಆನ್‌	ପାର୍କିଂ ଦୂରତା ଚେତାବନୀ ଅଟୋ ଅନ୍	പാർക്കിംഗ് ദൂര മുന്നറിയിപ്പ് ഓട്ടോ ഓൺ	ਪਾਰਕਿੰਗ ਫ਼ਾਸਲਾ ਚਿਤਾਵਨੀ ਸਵੈਚਲਿਤ ਚਾਲੂ				
MMI-0169	서비스 시기 알림 사용								Enable service interval																								सर्विस अंतराल सक्रिय करें	পরিষেবার বিরতি সক্রিয় করুন	सेवा मध्यांतर सक्षम करा	సర్వీస్ ఇంటర్వెల్‌ని ఎనేబుల్ చేయండి	சேவை இடைவெளியை இயக்கவும்	સર્વિસ અંતરાલને સક્ષમ કરો	ಸಕ್ರಿಯ ಸರ್ವೀಸ್ ಇಂಟರ್ವಲ್‌	ସେବା ବ୍ୟବଧାନ ସକ୍ଷମ କରନ୍ତୁ	പ്രവർത്തനക്ഷമമാക്കുക	ਸੇਵਾ ਅੰਤਰਾਲ ਚਾਲੂ ਕਰੋ				
MMI-0170	알림 거리								Distance																								दूरी	দূরত্ব	अंतर	దూరం	தூரம்	અંતર	ಅಂತರ	ଦୂରତା	ദൂരം	ਫ਼ਾਸਲਾ				
MMI-0171	알림 기간								Duration																								अवधि	সময়কাল	कालावधी	వ్యవధి	காலஅளவு	અવધિ	ಅವಧಿ	ଅବଧି	ദൈർഘ്യം	ਮਿਆਦ				
